,names,scores,logfoldchanges,pvals,pvals_adj
179,GCNT4,2.9978616,4.722906,0.003552619343800552,0.008900849305813651
180,PTGS2,2.970374,2.8069077,0.003850503202299741,0.009557841262891035
181,NFIA-AS2,2.967195,4.902183,0.003890248898228127,0.009649797267044992
182,CYP7B1,2.9515574,2.70507,0.004069553539969266,0.010043446439302675
183,SEMA4D,2.9348643,1.478459,0.004265509485929679,0.010475215920324786
184,TNFAIP3,2.926745,1.5579865,0.004369772851695849,0.010711637978025355
185,AC092683.1,2.897589,2.9653788,0.004764988620204911,0.011595598725791434
186,SPATA13,2.8951833,1.6708511,0.004792203972090204,0.011656536068228487
187,MSRA,2.8332245,1.16529,0.005721684852283815,0.0137335806998404
188,SGK1,2.8319044,1.2195696,0.00574141269010606,0.013773224491177353
189,CRLF2,2.8213427,5.243133,0.005936858053310384,0.014189699520194813
190,FRY,2.8181927,1.2355332,0.0059733297287943065,0.014264151748804578
191,BIRC3,2.8086603,1.826173,0.006142570543536539,0.014612966800044102
192,MAML3,2.8050497,0.9427101,0.006193176330238946,0.014718660448370162
193,EPB41L1,2.8049028,1.6939577,0.006209028434518075,0.014754699218728459
194,MFSD2B,2.8044882,4.8889146,0.006228077695913107,0.01479668713839582
195,FERMT2,2.7742915,2.0804756,0.00677528869937827,0.015964101842596154
196,DCLK2,2.7714913,2.593321,0.006832488826301343,0.01607888170981663
197,TVP23C,2.766471,1.6270863,0.006921409737392382,0.016253034429330075
198,NBEAL1,2.7609656,1.2037668,0.007025613434098686,0.016476077699126446
199,CREB3L2,2.7493553,1.2486314,0.007257471344826187,0.016969710557022438
200,PIP4K2A,2.7420897,0.87611556,0.0073979533571563545,0.017247794895479052
201,BABAM2,2.7360046,0.9296234,0.007527143306607185,0.01751052951474121
202,SGIP1,2.7287228,3.2576795,0.007704525497405146,0.01788243800913042
203,PLGRKT,2.7219849,2.0033529,0.007844029215670529,0.01818064877873312
204,ATP2A3,2.7102926,2.3784792,0.008104641225722912,0.018736085213928645
205,EFHC2,2.709549,4.0573096,0.008128017109451487,0.018782025743004062
206,NTRK1,2.694245,6.549011,0.008481887506846692,0.019549182684524984
207,PRAG1,2.6924083,1.7291098,0.008510888259301836,0.019605488004347253
208,OSBPL6,2.6871066,2.655295,0.008644849321653603,0.019896978518143163
209,PARD3B,2.6795306,1.2126796,0.008805900352740058,0.02023290765714752
210,PTH2R,2.672128,3.181812,0.009010297603397834,0.020656063909264822
211,PTGS1,2.6644113,2.1125748,0.009198171953386479,0.021041775055303996
212,MICAL3,2.6571374,1.7032903,0.009379469350480337,0.021415389773392288
213,TDRD3,2.6529355,1.0958276,0.009476891896819039,0.0216171119918506
214,SYCP2L,2.6475701,3.7799594,0.009638877731740148,0.021942260517986808
215,CRPPA,2.6434839,2.5450678,0.009743072659267275,0.0221629839933518
216,AC104123.1,2.6371322,1.380186,0.0099005212426649,0.022482979723361867
217,AC245297.3,2.6285026,1.4035015,0.010137080000824921,0.022956040233201004
218,ELOVL5,2.6111104,1.37317,0.010626189791084937,0.023903074990037278
219,CALB2,2.6012921,5.8842688,0.010932208096630014,0.02451430204163275
220,REPS1,2.600673,1.1326925,0.010924936877107012,0.024503121681067122
221,PROM1,2.5999238,4.6208243,0.010971546416099499,0.024597369717390242
222,ADAMTS7,2.596453,5.121871,0.011075291355050252,0.024804025881743876
223,CTPS2,2.5889165,1.6872327,0.011286682239355273,0.025245813491262592
224,LIF,2.5867732,5.1411047,0.011367472278167841,0.025407971183347006
225,AL050309.1,2.5857656,1.3485358,0.011376265372961112,0.0254223254124404
226,PLCL1,2.5808027,1.0800941,0.011523591696711265,0.025719390127422602
227,RAC2,2.571315,2.750244,0.011842044338014474,0.026356076677154373
228,SEMA7A,2.5676165,4.502695,0.011965421041361014,0.026605847385159958
229,ACER3,2.5558543,0.8534936,0.012313411977930528,0.02730315442609267
230,COL13A1,2.55463,4.6101866,0.012388486149335203,0.027455425484326588
231,TTLL9,2.5385132,4.064404,0.012930192694952092,0.02854092147715416
232,CD44,2.535646,0.83422935,0.012988987107040722,0.028658899014649783
233,TTLL7,2.5276077,3.1332436,0.01330652184541895,0.029332345235728204
234,TIMP3,2.5248039,1.2917694,0.013378613903681981,0.029470056142840925
235,LAX1,2.5232227,4.028134,0.013464598329050441,0.029644234760591134
236,MIR4435-2HG,2.519846,1.3670214,0.013565597214255615,0.029839026224484297
237,LEO1,2.514722,2.3512537,0.013762708638208975,0.030210617671998494
238,AL512662.2,2.5098553,3.9338996,0.013948484357276069,0.030590233028986297
