,names,scores,logfoldchanges,pvals,pvals_adj
35,DLC1,20.38365,2.7236824,6.200259068696543e-87,1.6619794433641085e-84
36,GLIS3,20.222172,2.6145554,1.1492121474367433e-85,2.9337744392420865e-83
37,LYVE1,20.187624,1.7954091,1.7328584456846992e-86,4.531636159666181e-84
38,ABI3BP,20.067291,3.6386611,9.940655565010181e-84,2.478690906233469e-81
39,ZNF385D,20.052992,3.6865253,1.3373810770995387e-83,3.2964137721060354e-81
40,NAV3,19.93067,3.4638371,7.943204665739388e-83,1.8315492564743597e-80
41,PARD3,19.895653,2.810561,6.39384413175648e-83,1.4903216691454995e-80
42,SULF1,19.894165,4.149845,3.47241464317807e-82,7.756506209199012e-80
43,TTN,19.783558,1.9463884,3.0216596948479216e-83,7.120491263331739e-81
44,PDE7B,19.674864,1.8925672,2.1513836768410955e-82,4.907901230444729e-80
45,DCLK1,19.623493,4.0470095,3.1412827143294496e-80,6.736166652608072e-78
46,MYH11,19.605177,2.5118368,3.1173076060517694e-81,6.752277202441832e-79
47,PREX2,19.527098,4.0952945,1.7836969217379088e-79,3.5747286719390386e-77
48,TSHZ2,19.481064,3.0464146,1.1699248997537299e-79,2.389320909554189e-77
49,FOXP2,19.384108,3.6545444,1.4368024804176818e-78,2.8009811263706154e-76
50,ARHGAP6,19.333689,1.6517271,8.647126403394376e-80,1.817931162690088e-77
51,PLXNA2,19.318666,2.0888972,3.6871344602459023e-79,7.253845079404874e-77
52,SNTG2,19.261366,4.0732417,1.473441442578105e-77,2.67766765208855e-75
53,PDLIM1,19.183153,3.8290534,5.260423233446206e-77,9.479371077144575e-75
54,DOCK9,19.10466,3.072025,7.162309012069122e-77,1.2799046204567522e-74
55,KLF4,19.053938,2.5257,8.948643873334102e-77,1.5729075345883318e-74
56,NNMT,19.041616,3.9696262,6.486627096204823e-76,1.1308880605773679e-73
57,TPM1,18.86452,1.9116919,6.853394827439979e-76,1.1851951506421202e-73
58,LIFR,18.823828,3.9014003,2.094623549942538e-74,3.3772261206742693e-72
59,TIMP3,18.778227,2.869821,1.4503274976030662e-74,2.356122943833345e-72
60,SPTBN1,18.764555,2.360039,8.6746967364501925e-75,1.4309245908956762e-72
61,PARD3B,18.750767,2.2742326,9.064317593413044e-75,1.483780354756865e-72
62,TNXB,18.525957,3.485976,1.5672917477865714e-72,2.4179139740672833e-70
63,ADAMTS1,18.520517,4.277269,4.733860755070464e-72,7.148796481107819e-70
64,STARD13,18.440088,1.3087461,2.3481974567873704e-73,3.702554872305027e-71
65,GALNT15,18.439217,4.7644777,2.3908974929270515e-71,3.535890057815703e-69
66,ELN,18.370832,4.312002,5.731795507095517e-71,8.361402915248726e-69
67,CALD1,18.362858,2.553571,9.318428216365814e-72,1.397373249452787e-69
68,DDR2,18.27996,3.7785072,1.7515535743260777e-70,2.5378591113411087e-68
69,NAALADL2,18.172981,1.5859387,4.348948092131134e-71,6.387591978606851e-69
70,RUNX1T1,18.133604,3.7124195,1.4674988807778147e-69,2.070331973644701e-67
71,NLGN1,18.046597,3.4657927,5.760928352389371e-69,7.91906074286139e-67
72,UAP1,17.994074,3.3584847,1.7486733354957141e-68,2.358399434362899e-66
73,DPYSL3,17.923801,3.8544617,5.953897534171859e-68,7.979711170173834e-66
74,EVA1C,17.903267,2.2472978,1.344941735069512e-68,1.8253753523310514e-66
75,SLIT2,17.873875,3.7921257,1.3355423041184303e-67,1.7570165134672159e-65
76,MRC1,17.837715,1.2950664,6.006556854536847e-69,8.204114980171219e-67
77,LINC01239,17.821283,4.916479,5.270752818313626e-67,6.808796592525144e-65
