,0
BCAS1,0.0004067180676369
PTPRK,0.0004016129296618
MALAT1,0.0003581386812487
MECOM,0.000352858709674
SAMD12,0.0003376547573691
NAALADL2,0.0003165510985501
ARHGAP11B,0.0003152735319282
FAF1,0.0003106198019513
CCSER1,0.0003060349760863
KIF18B,0.0003045611271812
LRBA,0.00030222790517
SIPA1L3,0.0002977127453247
STK3,0.0002894089488852
DENND1B,0.0002886105013261
CPNE4,0.0002749419669625
RRM2,0.0002724666485047
FTX,0.0002722399524415
OSBPL10,0.0002700738275042
TRIO,0.0002666305632943
CDC42BPA,0.0002659402300092
FAM83D,0.0002636146167448
AKAP13,0.0002625073665835
DIAPH3,0.0002620775422622
EXT1,0.0002598454266243
BBOX1-AS1,0.000257637681091
PRKCA,0.0002555003570536
WWOX,0.0002551083237204
MID1,0.0002534842485506
DOCK1,0.0002518218678963
ARHGEF38,0.0002500965480831
ABCC3,0.0002497445964691
RERE,0.0002468980190188
ARHGEF28,0.0002448076105743
TBL1XR1,0.0002440035752104
NINL,0.0002438552100817
PARD3,0.0002424589479462
IQGAP3,0.0002418156196956
EIF4G3,0.0002416115849011
AOPEP,0.0002400961141231
RABGAP1L,0.0002357006341574
PTK2,0.0002355279147308
C11orf49,0.0002349965511214
BRIP1,0.0002349913104096
KANSL1,0.0002325109563355
INPP4B,0.0002316676463845
DLEU1,0.0002302670419521
EXOC4,0.0002299538877268
RALGPS1,0.0002299046526303
GRHL2,0.0002293122471789
HMGA2,0.0002292549868048
DNAH14,0.0002278264333821
ATR,0.0002273601151372
CLASP2,0.0002273070285759
MELK,0.0002261407177498
NCAPG2,0.0002258713403779
PLEKHA5,0.000225241921947
TNIK,0.0002249918813488
R3HDM1,0.0002248835905939
EFNA5,0.0002244194943336
PARD3B,0.0002231372195682
ARL15,0.0002220416622903
ETNK1,0.0002215026468117
GRAMD2B,0.0002210189099428
GMDS,0.0002202954533993
SHANK2,0.0002200484357139
TMTC2,0.0002194029344748
DLG1,0.0002183888370082
ECT2,0.0002160168455601
LRMDA,0.0002149300064415
CIT,0.0002148735785707
TBC1D5,0.0002141661424379
TAF15,0.0002141308249235
ST5,0.0002126940862124
EHBP1,0.0002125325282256
RALGAPA2,0.0002116542266264
PTPN4,0.0002110936000904
ANXA4,0.0002103849224267
DANT2,0.0002090058786594
CAMKMT,0.0002084587505005
NF1,0.0002082096748901
ASPM,0.0002080125349182
ANK3,0.0002071986733457
VPS13B,0.0002070098018264
CENPE,0.0002068487609712
PPM1L,0.0002066454993307
COG5,0.0002061258525645
PLEKHG1,0.0002049671008735
ARFGEF1,0.0002040393142138
SPTSSB,0.0002032444961461
ZRANB3,0.0002031987365154
ADK,0.0002031476233772
METTL15,0.0002027851991693
DIS3L2,0.0002027253660404
IMMP2L,0.0002024888864227
KIF18A,0.0002019353294589
POLQ,0.0002017474433166
UMAD1,0.0001999673841997
CCDC14,0.0001990202161701
RABGAP1,0.0001990168764274
RAD51B,0.0001978938073911
ZBTB20,0.0001978654245003
Z94721.1,0.0001976354436436
DNAH5,0.0001970956578812
SPIDR,0.000196898932827
ADGRA3,0.0001966812960389
RPTOR,0.0001963738676818
LYPD6B,0.0001963103627482
R3HDM2,0.0001960318353026
BICD1,0.0001958509845903
PATJ,0.0001957285139841
UCK2,0.0001954869401918
CCNF,0.0001953804906833
CENPP,0.0001953777642093
CCDC91,0.0001952697335554
VWA8,0.0001952638337126
PHF14,0.0001950880426077
IFT80,0.0001950850296721
NDC80,0.0001949586309244
CHRM3,0.00019474284045
SENP6,0.0001944341015115
STIL,0.0001943978050423
ANLN,0.000194122672374
ATF7IP,0.0001941140029385
DBF4B,0.0001937842271686
FNBP1,0.0001937131475352
PDE4D,0.0001935882309566
KIF14,0.0001926526271924
TANC2,0.0001925332142054
WDR62,0.000192505640646
USP34,0.0001922969566665
THADA,0.0001920992168967
TARBP1,0.0001920898973776
MYO10,0.0001919303969304
WSB1,0.0001916694488619
PCNX2,0.0001913613872167
WDPCP,0.0001911198365097
BCAS3,0.0001910621349449
AGMO,0.0001908964699597
ATG7,0.0001901035353526
CPSF6,0.0001898312494235
FRMD5,0.0001898140348597
PLCH1,0.0001894507595143
ORC2,0.0001894387840649
SMYD3,0.0001889629786373
DCAF6,0.0001888684852089
KIF20B,0.0001885050343647
ZCCHC7,0.0001882320168789
SRPK1,0.0001879233605531
RAPGEF2,0.000187789956076
VMP1,0.00018759071036
FAM172A,0.0001875619488072
ARFGEF2,0.0001874293892127
BRAF,0.0001873762060745
MACC1,0.0001873637366697
CEP192,0.0001871683655308
ZMYM4,0.000186967518924
PLS1,0.0001868584513198
CUX1,0.000186611104434
CASZ1,0.0001862802999812
CKAP2,0.000186168236421
CCDC18,0.000185824733601
TRIM2,0.0001851822337513
KIAA1217,0.0001842473833401
PLEKHA7,0.0001839748278013
UBR5,0.0001838052315235
EHF,0.0001837060406474
CTNND1,0.0001834956158706
TNRC6A,0.0001829545438142
GINS1,0.0001827351144544
ACBD6,0.0001827325936777
ATXN7L1,0.0001826494935098
RALGAPA1,0.0001824001881821
SCAF8,0.0001823394582705
SH3PXD2A,0.0001823322275894
PRIM2,0.0001820534009409
CARD18,0.0001820287440874
PCAT1,0.0001815607565844
FAM135A,0.0001814021944493
PCCA,0.0001810460849142
FARS2,0.0001794558898261
ABCA1,0.000179441572899
NPAS2,0.0001792539567723
CARMIL1,0.0001790918821992
BIRC6,0.0001790851254967
TTC17,0.000178703868793
PRH1,0.0001785968878742
PRC1,0.0001785933762736
VPS8,0.0001783309681267
MYO1E,0.0001777772950227
CBFA2T2,0.0001776298024799
RBPMS,0.0001772084972153
TRMT11,0.0001769805724271
RAD18,0.0001761233013065
CLASP1,0.0001760973757295
ZNF207,0.0001760941651736
NCOA3,0.0001758960431513
FGD4,0.0001755776223609
ATAD2,0.0001755773697553
SMC4,0.0001754813265531
OXR1,0.000175290845544
FARP1,0.0001749039672964
PIBF1,0.0001742405036234
CENPI,0.0001734620633559
MAGI1,0.0001734459155534
PCDH7,0.0001732319555886
FARP2,0.0001729402625425
BRCA2,0.0001727120640882
ZNF337-AS1,0.0001726680776693
KIF4A,0.0001725081677886
HNF4G,0.0001722773901321
NAPEPLD,0.0001722678204356
STOX2,0.0001717758057678
TBCK,0.0001717460557792
RUNX1,0.0001716422256787
FGGY,0.0001716253882549
NEDD4L,0.0001715302578192
ARID1B,0.0001713717402132
SRPK2,0.0001710464632846
NUP107,0.0001708159885849
TMEM241,0.0001704181679468
CYP3A5,0.0001703747083911
STX16,0.0001697880054205
HDAC8,0.0001697292211171
CFAP44,0.0001696082979514
ZNF407,0.0001694762179236
GOLPH3L,0.0001694432061734
SYTL2,0.0001693818062634
XRN1,0.0001691580157261
ETV6,0.0001687523062546
BRCA1,0.0001685882357107
PRELID2,0.0001685143707005
HMGA1P4,0.000168488837345
PIK3CB,0.0001683322054375
PHACTR2,0.0001683005996803
PHC3,0.0001677481833203
PDSS2,0.0001675005569009
CRPPA,0.0001674573224279
BUB1B,0.0001674341292831
KNL1,0.0001673362077311
ZFR,0.0001673173133361
AHI1,0.0001670949402512
FOXP1,0.0001667264224981
GMDS-DT,0.0001666757588438
FOXK2,0.0001663547738324
ARHGAP32,0.0001660413493759
EYA2,0.0001654663870737
SDCCAG8,0.0001651560638451
MPHOSPH9,0.0001651317501568
TTK,0.0001649916290752
ANKRD17,0.000164819758743
TRAPPC9,0.0001645109650504
CDK13,0.0001644574298539
GRK5,0.0001637392320519
PVT1,0.0001632400420939
GTSE1,0.0001632205201735
RACGAP1,0.0001629017701729
MAP3K13,0.0001626499213936
NFIA,0.0001622903987036
CAPN8,0.0001620047988154
UQCC1,0.0001619112055328
NLK,0.0001618965039727
CDCA2,0.0001618712680135
AFG1L,0.000161534288385
MBD5,0.000161400680643
SLC12A2,0.000161302696173
MYO1D,0.000161166899588
DIAPH2,0.000161085936294
SUPT3H,0.0001609458432734
NBAS,0.0001608748352384
OVOL2,0.0001606949568336
HIVEP3,0.0001603480233932
SEMA3E,0.0001600472155249
CERS6,0.0001599085757862
CDKAL1,0.0001597736881792
CTPS2,0.0001596011415188
RAPGEF5,0.0001595110609009
KIFC1,0.0001592868259026
MIPOL1,0.0001592551890413
SIPA1L1,0.0001592411813298
BUB1,0.0001591779405314
AGO3,0.000159012831421
NUF2,0.0001589057558298
MIR31HG,0.0001586371159114
KANTR,0.0001585395749222
SHCBP1,0.0001580483409765
TLN2,0.0001579305488084
FAM160A1,0.0001578876959913
STEAP2,0.0001578573154739
PTPN2,0.0001576481922657
LLGL2,0.0001575050156002
CDK6,0.000157236497632
PPM1H,0.0001572269047018
TBC1D22A,0.0001571991563313
CAMK2D,0.0001571025969896
CCDC138,0.0001570079363435
C20orf194,0.0001569973242391
MAML3,0.0001569208603618
HIBCH,0.0001564789564874
RAB3IP,0.0001562987608172
RAB3GAP1,0.0001562566565135
GPATCH8,0.0001556480743594
MTX2,0.0001555949260563
RBFOX2,0.0001555930198763
JPX,0.0001555701648392
RSRC1,0.000155376392986
WARS2-AS1,0.0001553295089683
NEIL3,0.0001553187782106
PRKCI,0.0001552205544184
RASGEF1B,0.0001549777293699
UBR3,0.0001547864950643
PUM1,0.0001546695735915
TRIP12,0.000154606625647
RANBP17,0.000154433752031
TMEM135,0.000154300284048
DAPK1,0.0001542876791525
CNOT4,0.0001542157528995
NUSAP1,0.0001540884768854
NFIB,0.0001539375485501
ASF1B,0.0001539137391934
RHPN2,0.0001536266104656
FASTKD1,0.0001535493239168
MOSMO,0.0001533461201189
SEPTIN9,0.0001533279077983
TOP2A,0.0001531179070527
ICA1,0.0001530154282229
GTF2I,0.0001528054813415
WDR70,0.0001527610679541
BAZ2B,0.0001526184599053
MYO5C,0.0001523750619039
VPS13C,0.0001521268472805
SH3RF2,0.0001519899806843
SULF2,0.0001519543907082
C1orf112,0.0001519315209395
ALS2,0.0001518070317947
CTBP2,0.0001516306574327
AP002495.1,0.0001514734220384
PIF1,0.0001513566323621
C11orf80,0.0001512752554737
IQCB1,0.0001507928799499
KHDC4,0.000150760544487
CUEDC1,0.0001506582677249
SHTN1,0.000150562052843
KIF2C,0.0001505442183848
AMMECR1,0.0001504293306469
PALLD,0.0001504080568526
ASH1L,0.0001503377894691
SPATA6L,0.0001501998745233
CIP2A,0.0001499734082357
BTBD9,0.0001499611633886
MTUS1,0.000149891590478
CHD6,0.0001498769861261
ARHGAP26,0.0001498303290669
INCENP,0.0001497163998714
NHSL1,0.0001495999503671
PRKG1,0.0001495431826987
RICTOR,0.0001495006996402
CHD9,0.0001494759380637
PIK3CA,0.0001493918913223
SPATA5,0.0001492749282941
FRY,0.0001492494388292
C1GALT1,0.0001492472736214
TRPC4AP,0.00014914633148
ARHGEF3,0.0001491155571405
PKP4,0.0001488587662253
PBX1,0.0001487935574707
MIR181A1HG,0.0001487777782487
SMURF1,0.0001487558941726
MRTFB,0.0001486651843051
DDAH1,0.0001486287016444
TATDN1,0.0001485697608879
PARPBP,0.0001485268573244
BLM,0.0001484349859562
ANKS1A,0.0001483880718999
TPX2,0.0001483292955287
NR2F2-AS1,0.0001482373033609
KIF23,0.0001481645770139
ATAD5,0.0001479370752161
FAM72B,0.0001478685473316
RALGPS2,0.0001478171883416
CACNA1D,0.0001477489749034
PRR11,0.0001473277979842
GEN1,0.0001471290380258
HDAC4,0.0001469917584173
ATF7IP2,0.0001469504502427
XDH,0.000146936154279
KIF11,0.0001469278858396
ZFAND3,0.0001468923044015
TMEM182,0.0001466223235057
FHIT,0.0001465799569191
OSBPL3,0.0001464732362639
PIP5K1B,0.0001463154386139
TET2,0.0001462262268588
SH3RF1,0.0001461928326179
VPS13A,0.000146181664691
RABGEF1,0.0001461078105503
NCAPG,0.0001460611817535
GSTO2,0.0001459282519741
DTNB,0.000145813088165
GALNT7,0.0001455000974515
AURKB,0.0001454381224491
ELP4,0.0001454373142212
CCDC150,0.000145368490155
GABRP,0.0001452837696235
ASCC3,0.0001452736496414
POLE2,0.0001450739546555
SETD5,0.0001450680996089
SLC25A43,0.0001449310990793
CKAP5,0.0001448947930336
YAP1,0.0001448702121911
PCNX4,0.0001448336437078
CDK14,0.0001446352296008
TBC1D32,0.000144525969411
NR6A1,0.0001444158690259
OLA1,0.0001441414811479
LRRC69,0.0001441261510653
TAF2,0.0001438277756115
NCOA6,0.0001437969249193
MAP4K3-DT,0.0001437433996226
UBE2E3,0.0001437224151636
SRGAP1,0.0001436006717357
ATP10B,0.0001434882154174
TNRC6B,0.0001433150192627
SKAP2,0.0001432964602321
MYO18A,0.0001431479256953
CAPN9,0.0001431183570561
PIAS1,0.0001430646628875
SUCLG2,0.0001428343591198
SEMA3C,0.0001427654426901
RASA1,0.0001426777621216
FRK,0.0001426012113803
JMJD1C,0.0001425991369557
GSE1,0.0001425325184164
REV1,0.0001424590073582
ACACA,0.0001421993197059
RHOBTB1,0.0001421984101098
KAZN,0.0001420462731297
TCF7L2,0.0001418262662918
SLC9A7,0.0001417088628186
CASC9,0.0001415930635672
CASK,0.0001415211380352
C5orf66,0.0001413665982271
PTPRE,0.0001412633729164
RAD54L,0.0001412085049513
MBTD1,0.0001411316077367
MND1,0.0001409053222918
CEP55,0.0001408705226021
MIRLET7BHG,0.0001408241651412
NEAT1,0.0001406337603583
SKAP1,0.0001405835497147
RBM26,0.0001405566356597
MYO19,0.0001405309070251
FANCA,0.0001405091391313
TFCP2,0.0001404327239374
LETMD1,0.000140266695801
AVL9,0.000140112695584
SPG11,0.0001400670368087
SETD2,0.0001399609116543
AGBL4,0.0001399242750729
IQCH,0.0001398321501173
NFAT5,0.0001396385914709
ENAH,0.0001395156370887
DBF4,0.0001393414983256
MSH5,0.0001391923340086
BORA,0.0001390611412967
NEMF,0.0001388935274835
CSPP1,0.0001386414700694
NR2C1,0.0001386062766241
HIBADH,0.0001385129343617
ZNF638,0.0001380699320043
SLC22A3,0.0001379904907542
APOLD1,0.000137708171481
RFC3,0.0001376975062231
EHMT1,0.0001375519893797
TRA2A,0.0001373593270166
FBXW8,0.0001373567948568
GPHN,0.0001373212506225
ACTR3C,0.0001372407798373
RAB40C,0.000136962212193
RASSF6,0.0001366624078835
RAD54B,0.0001365997087483
POC1B,0.0001365130664388
GRIP1,0.0001365103803343
WDR33,0.0001364345093928
KANSL1L,0.0001364041977021
PHIP,0.0001363944733566
PLCB4,0.0001362063068787
STAU2,0.0001361384715505
IMMP1L,0.0001359451158335
DENND5B,0.0001358815479943
EPS8,0.0001358069424843
DAP3,0.0001357731178392
IQCH-AS1,0.0001357622594661
CLINT1,0.0001357342932532
FBXL17,0.0001357171189895
MYOF,0.0001356818523686
GIGYF2,0.0001356795179471
ITPR2,0.0001356205604682
LDLRAD4,0.0001356005654133
TIAM2,0.0001355943428106
REXO5,0.0001354701249679
DHX32,0.0001354396697689
ABCD3,0.0001354355242057
GPATCH2,0.000135369796961
UBE3C,0.0001353348455374
LONP2,0.0001353228263767
NHS,0.0001353096699054
ZMYM2,0.0001353059652781
NBEA,0.0001352987039054
CEP128,0.0001352674487166
ZNF652,0.0001349759577336
FUT8,0.0001349394690995
TSEN2,0.0001349231403693
FAM49B,0.0001349204678994
MCM8,0.0001348802942775
WDHD1,0.0001348199135628
MNAT1,0.0001347482088857
PIGN,0.0001346027822298
SUPT20H,0.0001345028965635
SNX14,0.0001344341816377
TSC22D1,0.0001342894086402
URI1,0.0001341502436928
NCAPD3,0.0001341002084253
DNA2,0.0001340644840745
TASP1,0.0001340619574419
NEK7,0.0001340007957044
RPAP2,0.0001339638260525
SCGB2B2,0.0001339171808306
ESCO1,0.0001338187113809
ITGB8,0.000133805305625
CCDC57,0.0001334525486432
SNX13,0.0001332157282432
MAP4K3,0.0001331331057579
TDRD3,0.0001330860601819
TOX3,0.0001330713659399
CAMK2G,0.0001329158638931
USP48,0.0001328808449517
PTBP2,0.0001328120099903
PHF21A,0.000132803273744
CCDC30,0.0001326752525611
RBM39,0.0001326008120367
COL27A1,0.0001325338254585
MAGI3,0.0001324176991272
ARID5B,0.0001323129380039
CHD7,0.000132074656922
UBE2H,0.000132035190234
ACACB,0.0001319349581744
SINHCAF,0.0001319064688252
SPAG17,0.0001318697508665
MIR4713HG,0.0001318494266396
WDR27,0.0001318484370706
GLIS3,0.0001318187017594
ANKS6,0.0001317303444356
LIMD1,0.0001316188695684
USP40,0.0001315043713674
BBOX1,0.000131294247564
TET3,0.0001311948897994
MROH1,0.0001311423601904
FBXW4,0.0001311304453535
CNOT2,0.0001308879513867
PCED1B,0.000130827441692
OPA1,0.000130817764227
ATRX,0.0001307384555418
CYP4X1,0.0001306837313401
ERC1,0.0001303770309409
KIAA1328,0.0001303708500046
SLX4IP,0.0001303118689833
SULT1A1,0.0001302257370902
PRPF40B,0.0001300196815542
ATRN,0.0001299718959769
GARS-DT,0.000129872915186
EFCAB11,0.000129709373944
CIITA,0.0001297013613599
CATSPER2,0.0001295726926469
NVL,0.0001294175988347
CABYR,0.0001294050711529
DENND4C,0.0001293819951391
PKHD1,0.0001293630890872
ECHDC2,0.0001293542145789
NUTM2B-AS1,0.000129346720598
NSMCE2,0.0001292993756152
HELB,0.0001292006514369
CLIP4,0.0001290902538137
EPB41L1,0.0001290479398914
SKA3,0.000128897091186
SOS1,0.0001288778200474
EXPH5,0.0001287504525585
POF1B,0.0001285467286096
IQANK1,0.0001283942622823
ATE1,0.0001283371383323
DOCK5,0.0001283320951556
CLIC6,0.00012827816153
FAM117B,0.0001280155977611
GALNT10,0.0001279885097228
ELF1,0.0001279215627249
